baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ANAPC16	2707.20977632175	0.482104284494112	0.0598946469790272	8.04920487573667	8.33336483101858e-16	2.26098507879286e-14
ANAPC1P2	278.285381601668	1.04479679860278	0.140636220732207	7.4290733437173	1.09361098177578e-13	2.39438675612864e-12
ANAPC2	893.667736724117	0.257927476255017	0.0865400238273291	2.98044147491399	0.00287833232482794	0.0140337789218009
ANGPTL1	212.552254384216	-0.722871898754749	0.154451734735842	-4.68024460839546	2.8653284519942e-06	2.57642340812654e-05
ANK2	586.441335548793	3.26260021144299	0.126654393413912	25.7598660693962	2.49918131249586e-146	1.72256071963777e-143
ANK2-AS1	11.6080786477313	2.49956316626232	0.731341223385178	3.41777967156361	0.000631341930407319	0.00364378842636533
ANK3	297.674494868353	-1.33531704298817	0.133414670437572	-10.0087721883104	1.39472697749101e-23	6.79570599820078e-22
ANKFY1	2633.41821741227	0.239450777361711	0.0582124622057417	4.1133937354413	3.89884555988299e-05	0.000287646199489021
ANKLE2	3045.90049570297	-0.19081586658501	0.0537585315774534	-3.54949923269555	0.00038596459025511	0.00232920992533883
ANKMY1	691.749412475769	0.482022606692257	0.101080831760584	4.76868460910529	1.85432700314105e-06	1.7098259356722e-05
ANKRA2	373.206590963909	0.612759185609937	0.118934408277245	5.15207663186544	2.57617718194613e-07	2.70294983542538e-06
ANKRD10	3627.62791162909	-0.245088511901426	0.0528637162503221	-4.63623311575136	3.54815798114437e-06	3.1407638973128e-05
ANKRD11	4653.533083234	0.987462514345189	0.0541277545087859	18.2431826944697	2.34403596879069e-74	5.63842907096827e-72
ANKRD13A	4123.83476988955	0.266207924436257	0.0570942448961124	4.66260522265675	3.12231352284706e-06	2.78791327783661e-05
ANKRD13C	1506.70022144562	0.245321237892589	0.0678828442788341	3.61389155829878	0.000301635260994192	0.00186813709854723
